WXSC_Name,NedName,ClusterID,ra,dec,z_cmb,TTye,AxRatio,logW,logW_err,L_dist,ftot_W1,ftot_W1_err,magW1,magW1_err,MW1,MW1_err,MW1_debiased,MW1_debiased_err,bias_W1,MW1_final,MW1_final_err,ftot_W2,ftot_W2_err,magW2,magW2_err,MW2,MW2_err,MW2_debiased,MW2_debiased_err,bias_W2,MW2_final,MW2_final_err
2MASXJ08414123+1851365,UGC04532,Cancer,130.4218,18.8601,0.0149,Sc,0.3810,2.3300,0.0080,64.4600,2.8010,0.0580,12.6669,0.0226,-21.3795,0.0226,-21.0218,0.0423,-0.3578,-21.0218,0.0423,1.5950,0.0650,12.6399,0.0443,-21.4065,0.0443,-21.0143,0.0592,-0.3922,-21.0143,0.0592
2MASXJ08463557+1901075,UGC04588,Cancer,131.6482,19.0186,0.0137,Sc,0.3280,2.4100,0.0070,59.4000,5.7260,0.0950,11.8857,0.0181,-21.9833,0.0181,-21.8206,0.0244,-0.1627,-21.8206,0.0244,3.5230,0.0720,11.7736,0.0223,-22.0954,0.0223,-21.9086,0.0291,-0.1867,-21.9086,0.0291
2MASXJ08465786+2142498,UGC04592,Cancer,131.7414,21.7141,0.0132,Sc,0.4200,2.1960,0.0670,57.3800,4.0250,0.0970,12.2662,0.0262,-21.5276,0.0262,-20.5029,0.1058,-1.0247,-20.5029,0.1058,2.9770,0.1620,11.9545,0.0591,-21.8393,0.0591,-20.7688,0.1223,-1.0705,-20.7688,0.1223
2MASXJ08540051+1840561,UGC04657,Cancer,133.5022,18.6823,0.0162,Sc,0.3110,2.4310,0.0060,70.2500,6.0020,0.0910,11.8421,0.0166,-22.3911,0.0166,-22.2660,0.0208,-0.1252,-22.2660,0.0208,3.4130,0.1050,11.8154,0.0335,-22.4178,0.0335,-22.2705,0.0366,-0.1473,-22.2705,0.0366
2MASXJ09144033+2959152,CGCG151-031,A779,138.6681,29.9876,0.0220,Sc,0.4420,2.4410,0.0220,96.1000,5.5540,0.0710,11.9478,0.0140,-22.9658,0.0140,-22.7750,0.0237,-0.1908,-22.7750,0.0237,3.3340,0.0620,11.8625,0.0203,-23.0512,0.0203,-22.8960,0.0255,-0.1551,-22.8960,0.0255
2MASXJ09183395+3417377,CGCG181-012,A779,139.6415,34.2940,0.0226,Sb,0.4480,2.3470,0.0320,98.4200,7.6990,0.0870,11.6298,0.0124,-23.3356,0.0124,-22.8862,0.0466,-0.4494,-22.8201,0.0471,3.9200,0.0660,11.7337,0.0184,-23.2317,0.0184,-22.8953,0.0383,-0.3364,-22.7932,0.0397
2MASXJ09183577+3433067,UGC04926,A779,139.6486,34.5533,0.0227,Sb,0.4100,2.6770,0.0060,98.8900,22.2580,0.2550,10.4767,0.0126,-24.4991,0.0126,-24.4891,0.0126,-0.0100,-24.7139,0.0258,12.9100,0.1710,10.4392,0.0145,-24.5366,0.0145,-24.5180,0.0146,-0.0186,-24.8255,0.0341
2MASXJ09190531+3106136,FGC0872,A779,139.7721,31.1038,0.0299,Sc,0.5070,2.4620,0.0120,131.2000,2.3200,0.0330,12.9205,0.0156,-22.6691,0.0156,-22.5143,0.0220,-0.1549,-22.5143,0.0220,1.3920,0.0410,12.8378,0.0320,-22.7519,0.0320,-22.6222,0.0346,-0.1297,-22.6222,0.0346
2MASXJ09192241+3344340,NGC2825,A779,139.8437,33.7428,0.0274,Sb,0.5740,2.6210,0.0200,119.9800,13.5240,0.1650,11.0341,0.0134,-24.3615,0.0134,-24.3389,0.0136,-0.0225,-24.5144,0.0222,7.7000,0.1340,11.0192,0.0190,-24.3763,0.0190,-24.3455,0.0192,-0.0308,-24.5835,0.0306
2MASXJ09194142+3344170,NGC2830,A779,139.9226,33.7383,0.0224,Sb,0.2500,2.6280,0.0050,97.6200,18.5630,0.3150,10.6740,0.0185,-24.2737,0.0185,-24.2546,0.0186,-0.0190,-24.4362,0.0260,10.7580,0.1540,10.6374,0.0157,-24.3103,0.0157,-24.2817,0.0159,-0.0286,-24.5284,0.0294
2MASXJ09200184+3306064,UGC04949,A779,140.0077,33.1020,0.0263,Sc,0.3480,2.5660,0.0070,115.2000,10.9530,0.1240,11.2212,0.0125,-24.0861,0.0125,-24.0447,0.0131,-0.0413,-24.0447,0.0131,6.6320,0.1310,11.1285,0.0215,-24.1788,0.0215,-24.1340,0.0220,-0.0448,-24.1340,0.0220
2MASXJ09203693+3304290,CGCG181-030,A779,140.1539,33.0747,0.0246,Sb,0.5360,2.5370,0.0150,107.5000,10.4500,0.1210,11.3036,0.0127,-23.8535,0.0127,-23.7901,0.0142,-0.0634,-23.8915,0.0175,6.2650,0.1160,11.2315,0.0202,-23.9255,0.0202,-23.8638,0.0211,-0.0617,-23.9976,0.0250
2MASXJ09204585+3342160,MCG+06-21-024,A779,140.1911,33.7044,0.0241,Sc,0.7940,2.3360,0.0580,105.2700,6.5800,0.0920,11.7698,0.0153,-23.3417,0.0153,-22.8394,0.0525,-0.5023,-22.8394,0.0525,3.7380,0.1070,11.7452,0.0311,-23.3663,0.0311,-22.9927,0.0486,-0.3736,-22.9927,0.0486
2MASXJ09205267+3522062,NGC2840,A779,140.2198,35.3684,0.0233,Sb,0.8500,2.5610,0.0350,101.7000,18.7390,0.2170,10.6689,0.0127,-24.3677,0.0127,-24.3205,0.0136,-0.0472,-24.4431,0.0183,10.9620,0.1910,10.6221,0.0190,-24.4145,0.0190,-24.3619,0.0197,-0.0526,-24.5255,0.0256
2MASXJ09221468+3356159,KUG0919+341,A779,140.5612,33.9378,0.0209,Sb,0.5370,2.3620,0.0130,91.1400,2.2520,0.0510,12.9570,0.0247,-21.8415,0.0247,-21.4299,0.0480,-0.4116,-21.3771,0.0483,1.3600,0.0490,12.8744,0.0392,-21.9242,0.0392,-21.6140,0.0500,-0.3102,-21.5304,0.0507
2MASXJ09234655+3529002,CGCG181-039,A779,140.9441,35.4834,0.0248,Sb,0.6690,2.5800,0.0860,108.5000,3.4010,0.0530,12.5217,0.0170,-22.6555,0.0170,-22.6201,0.0174,-0.0353,-22.7594,0.0223,2.0200,0.0490,12.4599,0.0264,-22.7172,0.0264,-22.6782,0.0267,-0.0390,-22.8654,0.0326
2MASXJ09251891+3406449,UGC05011,A779,141.3288,34.1125,0.0233,Sc,0.8360,2.4070,0.1370,101.9400,2.2400,0.0580,12.9363,0.0282,-22.1054,0.0282,-21.8384,0.0388,-0.2671,-21.8384,0.0388,1.2880,0.0670,12.8997,0.0565,-22.1421,0.0565,-21.9371,0.0601,-0.2050,-21.9371,0.0601
2MASXJ09271599+3425373,CGCG181-045,A779,141.8168,34.4273,0.0272,Sb,0.4010,2.6110,0.0130,119.0000,8.8630,0.1050,11.4927,0.0130,-23.8851,0.0130,-23.8619,0.0132,-0.0232,-24.0285,0.0213,4.8430,0.0670,11.5225,0.0152,-23.8552,0.0152,-23.8236,0.0155,-0.0316,-24.0493,0.0274
2MASXJ09275207+3239125,UGC05041,A779,141.9667,32.6535,0.0250,Sc,0.3390,2.5510,0.0070,109.3300,6.9330,0.0950,11.7166,0.0150,-23.4771,0.0150,-23.4229,0.0160,-0.0541,-23.4229,0.0160,4.6190,0.1280,11.5189,0.0302,-23.6748,0.0302,-23.6188,0.0307,-0.0559,-23.6188,0.0307
2MASXJ09330359+2955417,IC2490,A779,143.2653,29.9283,0.0281,Sb,0.7370,2.6880,0.0310,123.0000,17.8180,0.2120,10.7356,0.0131,-24.7139,0.0131,-24.7051,0.0131,-0.0088,-24.9396,0.0269,9.9440,0.1640,10.7441,0.0180,-24.7054,0.0180,-24.6882,0.0181,-0.0172,-25.0094,0.0369
2MASXJ09371929+3349247,CGCG181-068,A779,144.3304,33.8235,0.0250,Sb,0.4320,2.6300,0.0160,109.5000,17.2520,0.2080,10.7638,0.0132,-24.4332,0.0132,-24.4156,0.0134,-0.0176,-24.5990,0.0227,11.3380,0.1550,10.5919,0.0150,-24.6052,0.0150,-24.5797,0.0152,-0.0255,-24.8289,0.0292
2MASXJ09380756-3355393,ESO373-G012,Antlia,144.5315,-33.9276,0.0070,Sc,0.5110,2.2860,0.0470,30.4000,6.4120,0.1020,11.7260,0.0174,-20.6883,0.0174,-20.1567,0.0559,-0.5316,-20.1567,0.0559,3.9900,0.0960,11.6045,0.0262,-20.8099,0.0262,-20.2656,0.0604,-0.5442,-20.2656,0.0604
2MASXJ09405344+3144429,GALEXASCJ094053.32+314439.3,A779,145.2224,31.7445,0.0235,Sc,0.4410,2.3910,0.0140,102.5500,2.2160,0.0390,12.9478,0.0192,-22.1068,0.0192,-21.8001,0.0362,-0.3067,-21.8001,0.0362,1.3100,0.0700,12.8812,0.0581,-22.1735,0.0581,-21.9402,0.0626,-0.2333,-21.9402,0.0626
2MASXJ09411660+3552556,NGC2955,A779,145.3192,35.8824,0.0221,Sc,0.5010,2.7360,0.0220,96.1500,42.7660,0.5030,9.7343,0.0129,-25.1805,0.0129,-25.1756,0.0129,-0.0049,-25.1756,0.0129,26.4280,0.4940,9.6168,0.0204,-25.2980,0.0204,-25.2852,0.0204,-0.0128,-25.2852,0.0204
2MASXJ09435343-3433335,ESO373-G021,Antlia,145.9727,-34.5590,0.0102,Sc,0.2050,2.3070,0.0240,43.9000,4.2080,0.1010,12.1898,0.0261,-21.0225,0.0261,-20.5902,0.0505,-0.4323,-20.5902,0.0505,2.1360,0.0690,12.2902,0.0351,-20.9221,0.0351,-20.4791,0.0565,-0.4430,-20.4791,0.0565
2MASXJ09474350-3250148,IC2510,Antlia,146.9312,-32.8375,0.0079,Sb,0.5610,2.4690,0.0510,34.1500,41.4260,0.4810,9.7377,0.0128,-22.9293,0.0128,-22.8965,0.0132,-0.0328,-22.9380,0.0138,25.1990,0.3620,9.6441,0.0157,-23.0229,0.0157,-22.9910,0.0160,-0.0319,-23.0403,0.0168
2MASXJ09511543-3245092,NGC3038,Antlia,147.8143,-32.7526,0.0083,Sc,0.6510,2.6720,0.0100,36.0100,176.9260,1.9400,8.1244,0.0121,-24.6577,0.0121,-24.6565,0.0121,-0.0011,-24.6565,0.0121,100.8870,1.2410,8.0988,0.0135,-24.6833,0.0135,-24.6825,0.0135,-0.0008,-24.6825,0.0135
2MASXJ09515742-3304247,GALEXASCJ095157.51-330428.1,Antlia,147.9896,-33.0740,0.0069,Sc,0.3870,2.3840,0.0090,29.6000,21.9320,0.2470,10.3964,0.0124,-21.9600,0.0124,-21.7955,0.0206,-0.1645,-21.7955,0.0206,13.1010,0.1870,10.3180,0.0156,-22.0384,0.0156,-21.8709,0.0229,-0.1675,-21.8709,0.0229
2MASXJ09550896-3308137,IC2522,Antlia,148.7874,-33.1369,0.0089,Sc,0.6830,2.5710,0.0430,38.3000,92.5430,0.9590,8.8367,0.0114,-24.0792,0.0114,-24.0740,0.0114,-0.0052,-24.0740,0.0114,60.3720,0.9010,8.6635,0.0163,-24.2525,0.0163,-24.2482,0.0163,-0.0042,-24.2482,0.0163
2MASXJ09550951-3312367,IC2523,Antlia,148.7899,-33.2102,0.0071,Sc,0.6090,2.4440,0.0420,30.6500,36.7480,0.4190,9.8374,0.0125,-22.5947,0.0125,-22.5366,0.0138,-0.0582,-22.5366,0.0138,23.7370,0.2800,9.6738,0.0130,-22.7584,0.0130,-22.7015,0.0142,-0.0569,-22.7015,0.0142
2MASXJ09560439-2706246,ESO499-G022,Antlia,149.0183,-27.1069,0.0096,Sc,0.3420,2.3440,0.0310,41.6700,16.4010,0.2070,10.7258,0.0138,-22.3733,0.0138,-22.0890,0.0316,-0.2842,-22.0890,0.0316,9.8110,0.1430,10.6450,0.0160,-22.4541,0.0160,-22.1620,0.0333,-0.2921,-22.1620,0.0333
2MASXJ09562128-3118132,ESO435-G010,Antlia,149.0884,-31.3023,0.0080,Sc,0.5220,2.3720,0.0290,34.6200,12.9050,0.1930,10.9749,0.0164,-21.7218,0.0164,-21.5225,0.0258,-0.1993,-21.5225,0.0258,6.3720,0.1700,11.1038,0.0290,-21.5929,0.0290,-21.3925,0.0353,-0.2004,-21.3925,0.0353
2MASXJ09574841-2830235,ESO435-G014,Antlia,149.4517,-28.5065,0.0101,Sc,0.2650,2.4410,0.0110,43.6600,23.8240,0.2700,10.3180,0.0125,-22.8825,0.0125,-22.8221,0.0139,-0.0604,-22.8221,0.0139,13.7490,0.1610,10.2767,0.0129,-22.9237,0.0129,-22.8671,0.0141,-0.0566,-22.8671,0.0141
2MASXJ09593665-2819530,NGC3089,Antlia,149.9030,-28.3314,0.0083,Sc,0.5550,2.5730,0.0200,35.9100,80.8770,1.0150,8.9793,0.0138,-23.7968,0.0138,-23.7934,0.0138,-0.0034,-23.7934,0.0138,54.0390,0.7020,8.7804,0.0143,-23.9956,0.0143,-23.9926,0.0143,-0.0031,-23.9926,0.0143
2MASXJ10033022-3356590,IC2536,Antlia,150.8759,-33.9497,0.0073,Sc,0.3420,2.4440,0.0300,31.6800,27.8550,0.3170,10.1359,0.0125,-22.3681,0.0125,-22.3106,0.0138,-0.0575,-22.3106,0.0138,15.9390,0.1830,10.1044,0.0126,-22.3996,0.0126,-22.3444,0.0138,-0.0551,-22.3444,0.0138
2MASXJ10041619-3121464,IC2539,Antlia,151.0676,-31.3629,0.0078,Sb,0.3930,2.4460,0.0200,33.5800,39.0840,0.4610,9.8105,0.0130,-22.8199,0.0130,-22.7658,0.0140,-0.0541,-22.7870,0.0142,22.9500,0.3110,9.7531,0.0148,-22.8773,0.0148,-22.8238,0.0158,-0.0535,-22.8446,0.0159
2MASXJ10052305-3413118,NGC3120,Antlia,151.3460,-34.2200,0.0067,Sc,0.6550,2.3910,0.0460,29.0000,56.9670,0.6760,9.3587,0.0130,-22.9533,0.0130,-22.8060,0.0197,-0.1473,-22.8060,0.0197,32.3070,0.3890,9.3370,0.0132,-22.9750,0.0132,-22.8264,0.0199,-0.1486,-22.8264,0.0199
2MASXJ10114242-3138341,NGC3157,Antlia,152.9268,-31.6428,0.0074,Sc,0.3190,2.4670,0.0060,31.8100,49.3950,0.5070,9.5151,0.0114,-22.9977,0.0114,-22.9627,0.0119,-0.0349,-22.9627,0.0119,30.0380,0.3460,9.4173,0.0127,-23.0955,0.0127,-23.0609,0.0132,-0.0346,-23.0609,0.0132
2MASXJ10123762-3443440,IC2556,Antlia,153.1568,-34.7289,0.0087,Sc,0.5270,2.3890,0.0480,37.5400,14.0280,0.1760,10.8805,0.0138,-21.9919,0.0138,-21.8399,0.0205,-0.1520,-21.8399,0.0205,8.1020,0.1200,10.8406,0.0162,-22.0319,0.0162,-21.8770,0.0224,-0.1549,-21.8770,0.0224
2MASXJ10144539-3403316,IC2559,Antlia,153.6891,-34.0590,0.0090,Sb,0.4630,2.4500,0.0150,38.7800,25.7570,0.2920,10.2591,0.0125,-22.6839,0.0125,-22.6320,0.0135,-0.0519,-22.6568,0.0137,16.1460,0.2260,10.1328,0.0153,-22.8102,0.0153,-22.7610,0.0161,-0.0492,-22.7867,0.0163
2MASXJ10194128-2548532,NGC3208,Hydra,154.9220,-25.8148,0.0108,Sc,0.8840,2.3360,0.0890,46.7100,40.1640,0.4610,9.7572,0.0126,-23.5899,0.0126,-23.2413,0.0371,-0.3486,-23.2413,0.0371,22.9590,0.3010,9.7271,0.0144,-23.6200,0.0144,-23.3475,0.0308,-0.2725,-23.3475,0.0308
2MASXJ10233017-3527199,IC2573,Hydra,155.8760,-35.4558,0.0141,Sc,0.3180,2.3200,0.0350,61.0000,5.6600,0.0910,11.8888,0.0176,-22.0378,0.0176,-21.6344,0.0440,-0.4034,-21.6344,0.0440,3.4890,0.1070,11.7768,0.0334,-22.1498,0.0334,-21.8406,0.0455,-0.3092,-21.8406,0.0455
2MASXJ10262222-3457493,NGC3249,Antlia,156.5926,-34.9635,0.0124,Sc,0.9280,2.4350,0.0840,53.7800,37.6560,0.4230,9.8229,0.0124,-23.8302,0.0124,-23.7621,0.0141,-0.0681,-23.7621,0.0141,22.1030,0.2940,9.7644,0.0146,-23.8887,0.0146,-23.8256,0.0159,-0.0631,-23.8256,0.0159
2MASXJ10270249-3613415,ESO375-G026,Antlia,156.7603,-36.2282,0.0100,Sc,0.3000,2.5450,0.0200,43.1000,42.5050,0.4600,9.6932,0.0119,-23.4792,0.0119,-23.4742,0.0119,-0.0049,-23.4742,0.0119,26.6960,0.3080,9.5592,0.0127,-23.6132,0.0127,-23.6092,0.0127,-0.0040,-23.6092,0.0127
2MASXJ10272268-3352384,IC2578,Hydra,156.8445,-33.8773,0.0112,Sc,0.2920,2.5300,0.0060,48.5000,26.8500,0.3010,10.1897,0.0123,-23.2390,0.0123,-23.2042,0.0128,-0.0348,-23.2042,0.0128,17.6950,0.2090,10.0062,0.0130,-23.4225,0.0130,-23.3834,0.0136,-0.0391,-23.3834,0.0136
2MASXJ10290070-4004583,NGC3250E,Antlia,157.2529,-40.0826,0.0104,Sc,0.7910,2.4640,0.1130,44.8300,41.2450,0.6330,9.7203,0.0168,-23.5376,0.0168,-23.4984,0.0172,-0.0392,-23.4984,0.0172,24.0360,0.4290,9.6688,0.0195,-23.5890,0.0195,-23.5504,0.0199,-0.0387,-23.5504,0.0199
2MASXJ10293713-2406454,ESO501-G001,Hydra,157.4047,-24.1126,0.0112,Sc,0.5320,2.4280,0.0190,48.2800,9.5970,0.1890,11.3084,0.0215,-22.1104,0.0215,-21.9737,0.0255,-0.1367,-21.9737,0.0255,4.9350,0.1720,11.3939,0.0379,-22.0249,0.0379,-21.9053,0.0397,-0.1196,-21.9053,0.0397
2MASXJ10301954-3424177,ESO375-G047,Antlia,157.5815,-34.4049,0.0100,Sb,0.3980,2.3930,0.0430,43.4000,16.2300,0.1830,10.7716,0.0124,-22.4159,0.0124,-22.2710,0.0191,-0.1449,-22.2455,0.0192,9.7500,0.1340,10.6925,0.0151,-22.4949,0.0151,-22.3511,0.0208,-0.1438,-22.3061,0.0213
2MASXJ10303852-2735347,ESO501-G002,Hydra,157.6605,-27.5930,0.0167,Sb,0.4220,2.5480,0.0250,72.3400,14.1430,0.1580,10.9416,0.0123,-23.3553,0.0123,-23.3268,0.0126,-0.0284,-23.4379,0.0168,8.4140,0.1050,10.8762,0.0137,-23.4207,0.0137,-23.3895,0.0141,-0.0313,-23.5369,0.0204
2MASXJ10324451-2836359,ESO436-G034,Hydra,158.1855,-28.6102,0.0157,Sb,0.3750,2.7140,0.0230,68.3200,74.3860,0.7750,9.1392,0.0115,-25.0336,0.0115,-25.0278,0.0115,-0.0057,-25.2852,0.0282,47.2530,0.5450,9.0008,0.0127,-25.1720,0.0127,-25.1625,0.0127,-0.0094,-25.5160,0.0376
2MASXJ10324878-2731209,NGC3285A,Hydra,158.2033,-27.5225,0.0132,Sc,0.7390,2.3920,0.0500,57.1100,13.7510,0.1740,10.9243,0.0139,-22.8593,0.0139,-22.6554,0.0247,-0.2038,-22.6554,0.0247,7.7920,0.1370,10.9036,0.0192,-22.8800,0.0192,-22.7123,0.0255,-0.1677,-22.7123,0.0255
2MASXJ10325049-3016014,ESO436-G035,Hydra,158.2104,-30.2668,0.0127,Sb,0.9140,2.1370,0.0740,55.2200,7.0930,1.3980,11.6792,0.2140,-22.0312,0.2140,-20.5263,0.2616,-1.5049,Nan,Nan,4.2740,0.1550,11.5972,0.0394,-22.1133,0.0394,-20.9495,0.1229,-1.1638,Nan,Nan
2MASXJ10331012-2432339,ESO501-G011,Hydra,158.2925,-24.5428,0.0140,Sc,0.2780,2.4560,0.0290,60.7200,12.1580,0.1390,11.0629,0.0126,-22.8538,0.0126,-22.7575,0.0158,-0.0962,-22.7575,0.0158,7.5110,0.1160,10.9475,0.0169,-22.9691,0.0169,-22.8834,0.0189,-0.0857,-22.8834,0.0189
2MASXJ10335917-3010044,ESO436-G039,Hydra,158.4963,-30.1679,0.0141,Sb,0.2770,2.5720,0.0250,61.3100,35.2820,0.3710,9.9459,0.0116,-23.9917,0.0116,-23.9718,0.0118,-0.0199,-24.1041,0.0177,22.0970,0.2540,9.8228,0.0126,-24.1148,0.0126,-24.0898,0.0129,-0.0250,-24.2670,0.0219
2MASXJ10341900-3424123,NGC3281D,Antlia,158.5795,-34.4034,0.0073,Sb,0.2970,2.4330,0.0190,31.7000,25.3300,0.2930,10.2795,0.0127,-22.2258,0.0127,-22.1554,0.0145,-0.0704,-22.1651,0.0146,14.5430,0.1810,10.2469,0.0137,-22.2584,0.0137,-22.1928,0.0152,-0.0656,-22.1974,0.0152
2MASXJ10352322-2818506,ESO437-G004,Hydra,158.8471,-28.3141,0.0116,Sc,0.7300,2.5370,0.0280,50.1200,33.2960,0.3840,9.9598,0.0127,-23.5402,0.0127,-23.5072,0.0131,-0.0330,-23.5072,0.0131,18.6650,0.2520,9.9506,0.0148,-23.5495,0.0148,-23.5109,0.0153,-0.0386,-23.5109,0.0153
2MASXJ10365288-3220538,ESO437-G014,Antlia,159.2204,-32.3484,0.0086,Sb,0.5390,2.5740,0.0130,37.1700,79.3950,0.8340,9.0414,0.0116,-23.8095,0.0116,-23.8060,0.0116,-0.0036,-23.9400,0.0177,46.6560,0.5720,8.9842,0.0135,-23.8668,0.0135,-23.8633,0.0135,-0.0035,-24.0430,0.0225
2MASXJ10373385-4127553,NGC3318B,Antlia,159.3911,-41.4654,0.0067,Sc,0.6660,2.4210,0.0620,29.0600,14.0630,0.2170,10.8825,0.0169,-21.4340,0.0169,-21.3474,0.0190,-0.0866,-21.3474,0.0190,9.1650,0.3010,10.7087,0.0357,-21.6078,0.0357,-21.5231,0.0367,-0.0847,-21.5231,0.0367
2MASXJ10381783-2853087,ESO437-G022,Hydra,159.5746,-28.8861,0.0141,Sc,0.3270,2.4590,0.0140,61.2000,7.8500,0.0930,11.5379,0.0130,-22.3959,0.0130,-22.3053,0.0159,-0.0906,-22.3053,0.0159,4.6530,0.0810,11.4675,0.0190,-22.4663,0.0190,-22.3829,0.0208,-0.0834,-22.3829,0.0208
2MASXJ10383329-2744149,ESO501-G065,Hydra,159.6387,-27.7375,0.0044,Sc,0.8050,2.2200,0.0260,18.9000,18.4710,0.2170,10.5764,0.0129,-20.8059,0.0129,-19.9277,0.0888,-0.8781,-19.9277,0.0888,11.7760,0.2000,10.4260,0.0185,-20.9563,0.0185,-20.2878,0.0694,-0.6685,-20.2878,0.0694
2MASXJ10384025-2834079,ESO437-G025,Hydra,159.6674,-28.5689,0.0109,Sb,0.4680,2.5330,0.0160,47.3000,19.8280,0.2240,10.5586,0.0124,-22.8157,0.0124,-22.7819,0.0129,-0.0338,-22.8798,0.0162,11.7370,0.1510,10.4946,0.0141,-22.8797,0.0141,-22.8438,0.0146,-0.0359,-22.9726,0.0194
NGC3310,NGC3310,N3557,159.6913,53.5035,0.0026,Sc,0.6600,2.3060,0.0720,11.3500,192.9620,2.0240,8.0370,0.0116,-22.2380,0.0116,-21.9860,0.0277,-0.2520,-21.9860,0.0277,137.2270,1.7790,7.7663,0.0142,-22.5087,0.0142,-22.2690,0.0279,-0.2396,-22.2690,0.0279
NGC3310,NGC3310,N3557,159.6913,53.5035,0.0026,Sb,0.6600,2.6760,0.0220,11.3500,192.9620,2.0240,8.0766,0.0116,-22.1983,0.0116,-22.1974,0.0116,-0.0009,-22.4214,0.0252,137.2270,1.7790,7.8071,0.0142,-22.4679,0.0142,-22.4687,0.0142,0.0008,-22.7751,0.0338
2MASXJ10391489-3017520,ESO437-G030,Hydra,159.8118,-30.2978,0.0105,Sc,0.3070,2.6190,0.0060,45.5100,71.9390,0.7450,9.1229,0.0114,-24.1677,0.0114,-24.1566,0.0115,-0.0110,-24.1566,0.0115,43.7770,0.5030,9.0252,0.0126,-24.2653,0.0126,-24.2488,0.0127,-0.0165,-24.2488,0.0127
2MASXJ10391827-2650239,ESO501-G068,Hydra,159.8259,-26.8400,0.0120,Sc,0.3610,2.5110,0.0080,51.7900,22.9670,0.2710,10.3638,0.0130,-23.2074,0.0130,-23.1611,0.0138,-0.0464,-23.1611,0.0138,12.5610,0.1720,10.3811,0.0150,-23.1901,0.0150,-23.1422,0.0157,-0.0479,-23.1422,0.0157
2MASXJ10392208-2935049,ESO437-G031,Hydra,159.8420,-29.5847,0.0129,Sc,0.6750,2.3730,0.0350,56.0400,6.6650,0.0850,11.7164,0.0140,-22.0261,0.0140,-21.7814,0.0282,-0.2447,-21.7814,0.0282,3.9160,0.1060,11.6551,0.0295,-22.0874,0.0295,-21.8923,0.0353,-0.1951,-21.8923,0.0353
2MASXJ10392612-2345176,ESO501-G069,Hydra,159.8583,-23.7547,0.0062,Sb,0.3550,2.3900,0.0270,26.8800,11.8080,0.1450,11.1114,0.0135,-21.0358,0.0135,-20.8374,0.0240,-0.1984,-20.8092,0.0242,7.6600,0.1140,10.9454,0.0163,-21.2017,0.0163,-21.0365,0.0232,-0.1652,-20.9877,0.0237
2MASXJ10392685+4756496,UGC05791,UrsaMajor,159.8623,47.9474,0.0060,Sc,0.2810,2.3980,0.0810,26.0500,4.6800,0.1070,12.0849,0.0249,-19.9941,0.0249,-19.9905,0.0249,-0.0036,-19.9905,0.0249,2.4810,0.1060,12.1353,0.0464,-19.9438,0.0464,-19.9385,0.0464,-0.0052,-19.9385,0.0464
2MASXJ10394981-3602102,NGC3333,Hydra,159.9576,-36.0362,0.0109,Sc,0.4430,2.6250,0.0110,47.2500,56.1980,0.5800,9.3908,0.0114,-23.9812,0.0114,-23.9713,0.0114,-0.0099,-23.9713,0.0114,35.6440,0.4070,9.2482,0.0126,-24.1238,0.0126,-24.1074,0.0127,-0.0164,-24.1074,0.0127
2MASXJ10405906-2705026,ESO501-G075,Hydra,160.2461,-27.0838,0.0112,Sc,0.5800,2.5670,0.0190,48.5000,43.5750,0.4830,9.6670,0.0122,-23.7617,0.0122,-23.7402,0.0124,-0.0215,-23.7402,0.0124,25.3410,0.2940,9.6186,0.0128,-23.8101,0.0128,-23.7833,0.0130,-0.0268,-23.7833,0.0130
2MASXJ10415815-3656077,NGC3347B,Antlia,160.5010,-36.9352,0.0091,Sc,0.2740,2.5310,0.0310,39.4500,35.5930,0.4080,9.8776,0.0126,-23.1027,0.0126,-23.0941,0.0126,-0.0086,-23.0941,0.0126,20.5240,0.2870,9.8375,0.0153,-23.1427,0.0153,-23.1374,0.0153,-0.0053,-23.1374,0.0153
2MASXJ10422245-3610379,ESO376-G012,Hydra,160.5937,-36.1772,0.0153,Sb,0.5360,2.4120,0.0290,66.4400,14.7290,0.1700,10.8963,0.0127,-23.2158,0.0127,-23.0540,0.0206,-0.1618,-23.0452,0.0206,8.3420,0.1090,10.8828,0.0143,-23.2293,0.0143,-23.0923,0.0198,-0.1370,-23.0709,0.0199
2MASXJ10424650-3621090,NGC3347,Antlia,160.6942,-36.3531,0.0065,Sc,0.4470,2.6340,0.0480,27.8600,170.7050,1.7900,8.1732,0.0116,-24.0517,0.0116,-24.0508,0.0116,-0.0009,-24.0508,0.0116,97.9960,1.3410,8.1386,0.0150,-24.0863,0.0150,-24.0851,0.0150,-0.0012,-24.0851,0.0150
2MASXJ10431156-2614599,ESO501-G082,Hydra,160.7982,-26.2500,0.0165,Sb,0.5140,2.5990,0.0240,71.4700,26.3460,0.3020,10.2674,0.0126,-24.0032,0.0126,-23.9886,0.0127,-0.0146,-24.1447,0.0201,16.0780,0.2190,10.1740,0.0149,-24.0966,0.0149,-24.0760,0.0151,-0.0205,-24.2868,0.0259
2MASXJ10433888-2851596,ESO437-G054,Hydra,160.9120,-28.8666,0.0147,Sc,0.3010,2.4280,0.0320,63.7100,12.7300,0.1460,11.0171,0.0126,-23.0039,0.0126,-22.8718,0.0183,-0.1321,-22.8718,0.0183,8.3540,0.1060,10.8374,0.0139,-23.1836,0.0139,-23.0719,0.0178,-0.1117,-23.0719,0.0178
