WXSC_Name,NedName,ClusterID,ra,dec,z_cmb,TTye,AxRatio,logW,logW_err,L_dist,ftot_W1,ftot_W1_err,magW1,magW1_err,MW1,MW1_err,MW1_debiased,MW1_debiased_err,bias_W1,MW1_final,MW1_final_err,ftot_W2,ftot_W2_err,magW2,magW2_err,MW2,MW2_err,MW2_debiased,MW2_debiased_err,bias_W2,MW2_final,MW2_final_err
2MASXJ00343551-5547236,NGC0159,A2806,8.6480,-55.7899,0.0275,Sa,0.4790,2.7160,0.0360,120.2400,19.6370,0.2200,10.6270,0.0123,-24.7733,0.0123,-24.7627,0.0124,-0.0106,-25.3525,0.0603,10.9920,0.1480,10.6455,0.0148,-24.7547,0.0148,-24.7386,0.0148,-0.0161,-25.4341,0.0711
2MASXJ00371583-5636583,2MASXJ00371583-5636583,A2806,9.3160,-56.6162,0.0242,Sb,0.7110,2.4550,0.0620,105.6100,5.4320,0.0650,12.0140,0.0131,-23.1045,0.0131,-22.9975,0.0169,-0.1069,-23.0267,0.0172,3.7040,0.0680,11.8022,0.0200,-23.3163,0.0200,-23.1827,0.0241,-0.1336,-23.2147,0.0243
2MASXJ00383446-5528017,2MASXJ00383446-5528017,A2806,9.6440,-55.4671,0.0281,Sb,0.7020,2.4720,0.0840,123.0000,6.3470,0.0970,11.8574,0.0167,-23.5922,0.0167,-23.5027,0.0190,-0.0895,-23.5468,0.0195,3.7970,0.1020,11.7902,0.0292,-23.6593,0.0292,-23.5455,0.0314,-0.1138,-23.5986,0.0318
2MASXJ00392547-5559041,2MASXJ00392547-5559041,A2806,9.8567,-55.9845,0.0274,Sb,0.4100,2.4020,0.0280,120.0000,1.6590,0.0270,13.3125,0.0178,-22.0834,0.0178,-21.9001,0.0255,-0.1833,-21.8825,0.0256,1.0580,0.0340,13.1745,0.0349,-22.2214,0.0349,-22.0083,0.0409,-0.2130,-21.9745,0.0411
2MASXJ00402459-5616503,2MASXJ00402459-5616503,A2806,10.1024,-56.2806,0.0238,Sb,0.7080,2.4520,0.0700,104.1800,3.1070,0.0550,12.6198,0.0193,-22.4691,0.0193,-22.3540,0.0225,-0.1151,-22.3805,0.0226,1.8460,0.0430,12.5562,0.0254,-22.5328,0.0254,-22.3930,0.0290,-0.1398,-22.4212,0.0291
2MASXJ00415167+3259286,UGC00442,N383,10.4656,32.9913,0.0169,Sc,0.5480,2.3940,0.0190,73.3500,3.7280,0.0700,12.3532,0.0205,-21.9738,0.0205,-21.8717,0.0229,-0.1021,-21.8717,0.0229,1.9820,0.0830,12.4028,0.0455,-21.9242,0.0455,-21.8078,0.0470,-0.1163,-21.8078,0.0470
NGC_0226,NGC226,N383,10.7252,32.5810,0.0151,Sb,0.8790,2.4200,0.0799,65.3200,16.9910,0.1980,10.7397,0.0128,-23.3356,0.0128,-23.2572,0.0150,-0.0784,-23.2555,0.0150,10.5100,0.1570,10.6308,0.0163,-23.4445,0.0163,-23.3635,0.0182,-0.0809,-23.3520,0.0183
2MASXJ00432098-5519369,ESO150-G020,A2806,10.8375,-55.3269,0.0273,Sc,0.4300,2.7310,0.0130,119.3300,19.9910,0.2280,10.5742,0.0125,-24.8096,0.0125,-24.7998,0.0126,-0.0097,-24.7998,0.0126,11.6500,0.1630,10.5218,0.0153,-24.8620,0.0153,-24.8481,0.0154,-0.0138,-24.8481,0.0154
2MASXJ00432946+3003092,CGCG500-077,N383,10.8728,30.0526,0.0153,Sa,0.5390,2.5050,0.0300,66.2400,4.8390,0.0600,12.1067,0.0136,-21.9989,0.0136,-21.9725,0.0139,-0.0264,-21.8831,0.0165,3.1670,0.0620,11.9451,0.0213,-22.1605,0.0213,-22.1400,0.0214,-0.0205,-22.0528,0.0232
2MASXJ00433663-5629148,2MFGC00532,A2806,10.9026,-56.4875,0.0250,Sb,0.4630,2.4440,0.0300,109.5000,2.5180,0.0390,12.8526,0.0169,-22.3445,0.0169,-22.2248,0.0207,-0.1197,-22.2442,0.0208,1.3530,0.0370,12.8994,0.0298,-22.2976,0.0298,-22.1544,0.0330,-0.1432,-22.1727,0.0331
2MASXJ00435075+3251121,UGC00465,N383,10.9615,32.8534,0.0156,Sa,0.3360,2.6120,0.0190,67.6400,27.1630,0.3020,10.2283,0.0122,-23.9227,0.0122,-23.9144,0.0123,-0.0083,-24.1695,0.0283,14.8870,0.1810,10.2606,0.0134,-23.8904,0.0134,-23.8855,0.0134,-0.0050,-24.1952,0.0337
2MASXJ00460905-5534064,ESO150-G022,A2806,11.5376,-55.5685,0.0250,Sc,0.4500,2.6150,0.0270,109.4400,14.1230,0.1580,10.9448,0.0123,-24.2511,0.0123,-24.2295,0.0125,-0.0216,-24.2295,0.0125,10.6200,0.1260,10.6155,0.0130,-24.5804,0.0130,-24.5508,0.0134,-0.0296,-24.5508,0.0134
2MASXJ00464885+2948110,CGCG500-089,N383,11.7038,29.8031,0.0164,Sb,0.8320,2.5000,0.2310,71.2000,4.8270,0.0660,12.1123,0.0150,-22.1501,0.0150,-22.1211,0.0153,-0.0290,-22.1899,0.0167,2.8110,0.0710,12.0693,0.0275,-22.1931,0.0275,-22.1689,0.0276,-0.0242,-22.2568,0.0290
2MASXJ00465598+3240312,UGC00484,N383,11.7333,32.6753,0.0156,Sb,0.2800,2.6020,0.0120,67.8900,31.6090,0.4690,10.0645,0.0162,-24.0945,0.0162,-24.0860,0.0163,-0.0086,-24.2446,0.0227,18.1410,0.3110,10.0372,0.0187,-24.1218,0.0187,-24.1197,0.0187,-0.0021,-24.3342,0.0285
2MASXJ00471856+2749398,IC1584,N383,11.8273,27.8277,0.0148,Sb,0.7390,2.5760,0.0510,64.3200,29.5270,0.3540,10.1369,0.0132,-23.9049,0.0132,-23.8941,0.0132,-0.0108,-24.0299,0.0190,17.3080,0.3030,10.0862,0.0191,-23.9556,0.0191,-23.9515,0.0191,-0.0041,-24.1336,0.0264
2MASXJ00490209+2813048,UGC00501,N383,12.2587,28.2182,0.0169,Sc,0.2500,2.5590,0.0100,73.6400,20.0290,0.2250,10.5310,0.0124,-23.8046,0.0124,-23.7906,0.0124,-0.0140,-23.7906,0.0124,12.6120,0.1550,10.3961,0.0135,-23.9394,0.0135,-23.9312,0.0135,-0.0083,-23.9312,0.0135
UGC508,NGC0266,N383,12.4493,32.2776,0.0145,Sa,0.7770,2.6870,0.0260,62.9900,174.8090,1.9670,8.2068,0.0124,-25.7896,0.0124,-25.7843,0.0124,-0.0053,-26.2809,0.0512,95.1120,1.3470,8.2440,0.0155,-25.7524,0.0155,-25.7499,0.0155,-0.0025,-26.3378,0.0608
2MASXJ00500973+3143525,UGC00511,N383,12.5406,31.7311,0.0169,Sc,0.2850,2.4120,0.0080,73.5600,4.7450,0.0790,12.0947,0.0182,-22.2385,0.0182,-22.1545,0.0200,-0.0840,-22.1545,0.0200,2.7050,0.0590,12.0678,0.0238,-22.2654,0.0238,-22.1761,0.0254,-0.0893,-22.1761,0.0254
2MASXJ00504718-5536270,ESO150-G024,A2806,12.6962,-55.6072,0.0238,Sb,0.3880,2.6370,0.0300,103.9600,15.7100,0.1990,10.8597,0.0139,-24.2247,0.0139,-24.2066,0.0140,-0.0181,-24.3961,0.0236,8.7300,0.1430,10.8688,0.0179,-24.2155,0.0179,-24.1899,0.0181,-0.0257,-24.4478,0.0315
2MASXJ00505082+2842032,na,N383,12.7118,28.7009,0.0101,Sb,0.3500,2.2940,0.0260,43.6000,4.1170,0.0560,12.2653,0.0149,-20.9322,0.0149,-20.6363,0.0331,-0.2959,-20.5235,0.0350,2.4670,0.0650,12.1880,0.0287,-21.0094,0.0287,-20.6195,0.0484,-0.3900,-20.4515,0.0512
2MASXJ00513450+2942593,na,N383,12.8938,29.7165,0.0121,Sb,0.5770,2.2720,0.0260,52.3000,8.3480,0.1120,11.5037,0.0147,-22.0889,0.0147,-21.7253,0.0392,-0.3636,-21.5931,0.0414,4.3460,0.1180,11.5800,0.0295,-22.0125,0.0295,-21.5283,0.0567,-0.4842,-21.3330,0.0600
2MASXJ00523509+2912262,na,N383,13.1462,29.2073,0.0168,Sb,0.5610,2.3260,0.0250,72.8700,2.8670,0.0700,12.6779,0.0266,-21.6348,0.0266,-21.4175,0.0343,-0.2173,-21.3329,0.0354,1.7050,0.0780,12.6121,0.0497,-21.7006,0.0497,-21.4255,0.0568,-0.2752,-21.2972,0.0582
UGC542,CGCG501-032,N383,13.3608,29.2703,0.0126,Sb,0.3220,2.5560,0.0211,54.3800,32.4090,0.3430,10.0312,0.0117,-23.6460,0.0117,-23.6300,0.0118,-0.0160,-23.7481,0.0167,17.4700,0.1990,10.0697,0.0125,-23.6075,0.0125,-23.5985,0.0126,-0.0090,-23.7558,0.0201
2MASXJ00532664+2916134,na,N383,13.3608,29.2704,0.0126,Sb,0.3000,2.5550,0.0060,54.3800,32.2770,0.3730,10.0356,0.0127,-23.6416,0.0127,-23.6271,0.0128,-0.0144,-23.7444,0.0174,17.8700,0.2410,10.0451,0.0148,-23.6321,0.0148,-23.6242,0.0148,-0.0079,-23.7803,0.0215
2MASXJ00541293+3128346,2MASXJ00541293+3128346,N383,13.5539,31.4763,0.0150,Sa,0.5000,2.1790,0.1750,65.0000,5.6960,0.0760,11.9256,0.0146,-22.1390,0.0146,-21.3759,0.0777,-0.7631,-20.2371,0.1379,3.1340,0.0750,11.9503,0.0261,-22.1142,0.0261,-21.1132,0.1034,-1.0010,-19.8169,0.1658
2MASXJ00544700+3121575,na,N383,13.6959,31.3660,0.0157,Sb,0.6000,2.4280,0.0150,67.9400,6.5720,0.0900,11.7737,0.0150,-22.3869,0.0150,-22.3168,0.0166,-0.0702,-22.3221,0.0166,4.0260,0.0760,11.6747,0.0206,-22.4859,0.0206,-22.4149,0.0218,-0.0711,-22.4133,0.0218
2MASXJ00545028+2914482,na,N383,13.7095,29.2466,0.0222,Sb,0.6500,2.5980,0.0090,96.7400,38.2000,0.4300,9.8840,0.0124,-25.0440,0.0124,-25.0346,0.0124,-0.0094,-25.1898,0.0199,28.4040,0.3400,9.5783,0.0131,-25.3498,0.0131,-25.3456,0.0132,-0.0042,-25.5551,0.0247
2MASXJ00550752+3132322,na,N383,13.7813,31.5423,0.0118,Sb,0.4690,2.6590,0.0080,51.2800,87.5100,0.9460,8.9474,0.0119,-24.6024,0.0119,-24.5974,0.0119,-0.0050,-24.8063,0.0241,53.6020,0.8410,8.8473,0.0172,-24.7025,0.0172,-24.6992,0.0172,-0.0032,-24.9845,0.0333
2MASXJ00552153+3140382,UGC00565,N383,13.8400,31.6770,0.0128,Sc,0.4000,2.3650,0.0130,55.6300,6.8980,0.0850,11.6764,0.0135,-22.0501,0.0135,-21.9079,0.0196,-0.1423,-21.9079,0.0196,3.9580,0.0970,11.6414,0.0267,-22.0851,0.0267,-21.9133,0.0317,-0.1718,-21.9133,0.0317
2MASXJ00560937+3104240,na,N383,14.0386,31.0744,0.0155,Sc,0.3500,2.4270,0.0110,67.2600,7.8770,0.0940,11.5385,0.0131,-22.6003,0.0131,-22.5290,0.0149,-0.0712,-22.5290,0.0149,4.5450,0.0740,11.4985,0.0178,-22.6403,0.0178,-22.5674,0.0192,-0.0729,-22.5674,0.0192
2MASXJ00574163+3321048,ARK023,N383,14.4238,33.3518,0.0167,Sb,0.6470,2.3820,0.0270,72.4900,13.0400,0.1460,11.0308,0.0123,-23.2706,0.0123,-23.1486,0.0173,-0.1220,-23.1134,0.0177,7.7700,0.0970,10.9634,0.0137,-23.3380,0.0137,-23.1957,0.0198,-0.1422,-23.1370,0.0206
2MRS00574996+3129053,CGCG501-053,N383,14.4582,31.4848,0.0157,Sa,0.4210,2.6374,0.0339,68.0800,31.9880,0.3250,10.0532,0.0112,-24.1119,0.0112,-24.1068,0.0112,-0.0051,-24.4437,0.0355,17.4950,0.2040,10.0872,0.0128,-24.0779,0.0128,-24.0757,0.0128,-0.0022,-24.4797,0.0424
2MASXJ00580128+3042183,na,N383,14.5057,30.7051,0.0142,Sb,0.7000,2.3260,0.0580,61.4000,4.3450,0.0740,12.2189,0.0186,-21.7219,0.0186,-21.5046,0.0286,-0.2174,-21.4200,0.0298,2.7420,0.0760,12.0878,0.0302,-21.8531,0.0302,-21.5743,0.0411,-0.2788,-21.4460,0.0430
2MASXJ00593228+3147531,na,N383,14.8845,31.7979,0.0144,Sc,0.7730,2.3860,0.1350,62.3900,6.0240,0.1010,11.8247,0.0183,-22.1509,0.0183,-22.0356,0.0216,-0.1152,-22.0356,0.0216,3.7020,0.0590,11.7152,0.0174,-22.2604,0.0174,-22.1275,0.0219,-0.1329,-22.1275,0.0219
2MASXJ01003251+3047500,na,N383,15.1352,30.7972,0.0188,Sa,0.4500,2.5810,0.0130,81.8100,18.1540,0.2030,10.6781,0.0123,-23.8860,0.0123,-23.8756,0.0123,-0.0103,-24.0309,0.0198,10.6780,0.1330,10.6353,0.0137,-23.9287,0.0137,-23.9256,0.0137,-0.0031,-24.1204,0.0238
UGC623,IC0066,N383,15.1353,30.7972,0.0188,Sa,0.5060,2.5662,0.0328,81.8100,18.5610,0.2060,10.6540,0.0122,-23.9100,0.0122,-23.8971,0.0123,-0.0129,-24.0047,0.0163,11.0310,0.1360,10.6000,0.0135,-23.9640,0.0135,-23.9568,0.0136,-0.0073,-24.0966,0.0195
NGC338,NGC0338,N383,15.1516,30.6690,0.0160,Sa,0.5320,2.7320,0.0150,69.5400,82.9830,0.8480,9.0239,0.0113,-25.1873,0.0113,-25.1840,0.0113,-0.0033,-25.8254,0.0651,49.4010,0.5750,8.9654,0.0128,-25.2458,0.0128,-25.2444,0.0128,-0.0014,-25.9992,0.0766
2MASXJ01010172+2936063,UGC00629,N383,15.2572,29.6018,0.0156,Sc,0.9400,2.5190,0.0830,67.8300,6.3140,0.0820,11.7796,0.0142,-22.3775,0.0142,-22.3548,0.0144,-0.0227,-22.3548,0.0144,3.9540,0.0750,11.6499,0.0207,-22.5072,0.0207,-22.4921,0.0207,-0.0151,-22.4921,0.0207
2MASXJ01012118+3130279,na,N383,15.3386,31.5078,0.0179,Sb,0.4000,2.5750,0.0070,77.8700,15.2580,0.1700,10.8645,0.0123,-23.5924,0.0123,-23.5800,0.0123,-0.0124,-23.7149,0.0183,9.4420,0.1340,10.7559,0.0155,-23.7009,0.0155,-23.6941,0.0156,-0.0068,-23.8751,0.0239
2M01012367+3102269,IC0069,N383,15.3486,31.0408,0.0164,Sb,0.9150,2.5250,0.0799,71.1000,16.0720,0.1670,10.8057,0.0115,-23.4537,0.0115,-23.4324,0.0117,-0.0213,-23.5232,0.0148,8.4140,0.1060,10.8784,0.0138,-23.3810,0.0138,-23.3649,0.0139,-0.0160,-23.4838,0.0183
2MASXJ01022407+2637175,CGCG480-035,N383,15.6003,26.6215,0.0156,Sb,0.7000,2.4700,0.0590,67.7100,6.4120,0.0730,11.7992,0.0125,-22.3541,0.0125,-22.3114,0.0132,-0.0427,-22.3537,0.0139,4.3310,0.0600,11.5944,0.0152,-22.5588,0.0152,-22.5228,0.0156,-0.0361,-22.5733,0.0164
2MASXJ01024822-0128255,CGCG384-060,A194,15.7009,-1.4738,0.0179,Sb,0.4880,2.4130,0.0200,77.9500,4.6860,0.0610,12.1499,0.0143,-22.3091,0.0143,-22.2441,0.0157,-0.0651,-22.2362,0.0157,3.1800,0.0800,11.9404,0.0274,-22.5187,0.0274,-22.4548,0.0281,-0.0639,-22.4346,0.0282
2MASXJ01032634+3214144,UGC00646,N383,15.8598,32.2373,0.0151,Sc,0.3930,2.5740,0.0080,65.3800,24.8440,0.2870,10.2893,0.0127,-23.7879,0.0127,-23.7749,0.0128,-0.0129,-23.7749,0.0128,14.0160,0.1930,10.2742,0.0151,-23.8030,0.0151,-23.7943,0.0151,-0.0087,-23.7943,0.0151
2MASXJ01040429-4613343,ESO243-G021,A2877,16.0179,-46.2262,0.0218,Sc,0.3010,2.4900,0.0310,95.1500,7.4770,0.1010,11.6272,0.0148,-23.2649,0.0148,-23.2512,0.0149,-0.0136,-23.2512,0.0149,4.4990,0.0900,11.5387,0.0218,-23.3533,0.0218,-23.2945,0.0226,-0.0588,-23.2945,0.0226
2MASXJ01041517-0106512,CGCG384-064,A194,16.0632,-1.1142,0.0170,Sc,0.7220,2.3960,0.0630,73.6900,5.7270,0.0930,11.8943,0.0177,-22.4427,0.0177,-22.3587,0.0196,-0.0840,-22.3587,0.0196,3.3190,0.0660,11.8487,0.0217,-22.4884,0.0217,-22.4064,0.0232,-0.0820,-22.4064,0.0232
2MASXJ01044154-0057215,2MFGC00773,A194,16.1729,-0.9560,0.0181,Sc,0.4540,2.3680,0.0150,78.4800,7.0930,0.0940,11.6666,0.0145,-22.8072,0.0145,-22.6877,0.0188,-0.1194,-22.6877,0.0188,4.0860,0.0880,11.6273,0.0235,-22.8465,0.0235,-22.7222,0.0266,-0.1244,-22.7222,0.0266
2MASXJ01051896+3140555,UGC00669,N383,16.3293,31.6823,0.0123,Sc,0.3570,2.4270,0.0110,53.0600,16.1540,0.1920,10.7458,0.0131,-22.8780,0.0131,-22.8080,0.0148,-0.0700,-22.8080,0.0148,9.9470,0.1620,10.6344,0.0178,-22.9894,0.0178,-22.9197,0.0191,-0.0697,-22.9197,0.0191
2MASXJ01062463+3346138,KUG0103+335,N383,16.6023,33.7705,0.0142,Sb,0.8770,2.1460,0.1110,61.7200,4.7790,0.0640,12.1163,0.0147,-21.8358,0.0147,-20.8964,0.0951,-0.9394,-20.6532,0.0981,2.8720,0.0610,12.0381,0.0231,-21.9141,0.0231,-20.6932,0.1243,-1.2209,Nan,Nan
2MASXJ01070624+3222565,UGC00679,N383,16.7648,32.3896,0.0144,Sc,0.2500,2.2280,0.0130,62.6300,1.6780,0.0480,13.2124,0.0311,-20.7715,0.0311,-20.2515,0.0606,-0.5200,-20.2515,0.0606,0.9750,0.0830,13.1638,0.0924,-20.8201,0.0924,-20.1246,0.1157,-0.6955,-20.1246,0.1157
2MASXJ01073564+3401562,KUG0104+337B,N383,16.8985,34.0321,0.0141,Sa,0.7000,2.3360,0.0520,61.2900,3.3050,0.0530,12.5176,0.0175,-21.4193,0.0175,-21.2203,0.0265,-0.1990,-20.5869,0.0687,1.8390,0.0630,12.5299,0.0372,-21.4070,0.0372,-21.1528,0.0451,-0.2542,-20.4389,0.0844
2MASXJ01075741+3318108,KUG0105+330,N383,16.9895,33.3030,0.0131,Sa,0.8000,2.2250,0.0920,56.5800,2.7740,0.0430,12.7048,0.0170,-21.0585,0.0170,-20.5328,0.0552,-0.5257,-19.5421,0.1134,1.8580,0.0550,12.5144,0.0322,-21.2489,0.0322,-20.5486,0.0771,-0.7003,-19.4230,0.1364
2MASXJ01081084-4605385,IC1627,A2877,17.0451,-46.0940,0.0181,Sc,0.2990,2.7580,0.0340,78.6000,54.5480,0.6090,9.4541,0.0123,-25.0230,0.0123,-25.0239,0.0123,0.0008,-25.0239,0.0123,29.2020,0.3490,9.4938,0.0131,-24.9833,0.0131,-24.9777,0.0131,-0.0056,-24.9777,0.0131
2MASXJ01081675-4645145,IC1630,A2877,17.0698,-46.7540,0.0214,Sc,0.4320,2.5400,0.0370,93.2200,9.9000,0.1170,11.3173,0.0130,-23.5303,0.0130,-23.5275,0.0130,-0.0028,-23.5275,0.0130,6.3060,0.0920,11.1683,0.0160,-23.6793,0.0160,-23.6458,0.0163,-0.0335,-23.6458,0.0163
2MASXJ01082294-4705555,ESO243-G038,A2877,17.0956,-47.0988,0.0215,Sc,0.5810,2.5410,0.0220,93.9500,9.0390,0.1180,11.4213,0.0143,-23.4432,0.0143,-23.4391,0.0143,-0.0041,-23.4391,0.0143,5.1050,0.0990,11.4016,0.0212,-23.4629,0.0212,-23.4274,0.0214,-0.0355,-23.4274,0.0214
2MASXJ01091403+3209048,UGC00714,N383,17.3085,32.1516,0.0138,Sc,0.7000,2.4560,0.0290,59.8500,16.4730,0.2080,10.7323,0.0139,-23.1530,0.0139,-23.1033,0.0147,-0.0497,-23.1033,0.0147,9.3650,0.1500,10.7074,0.0175,-23.1779,0.0175,-23.1357,0.0180,-0.0422,-23.1357,0.0180
2MASXJ01095135-4614143,2MASXJ01095135-4614143,A2877,17.4640,-46.2371,0.0222,Sb,0.7060,2.6420,0.0220,96.7700,3.9620,0.0500,12.3521,0.0138,-22.5766,0.0138,-22.5760,0.0138,-0.0006,-22.7699,0.0238,2.2590,0.0440,12.3329,0.0212,-22.5958,0.0212,-22.5816,0.0213,-0.0142,-22.8457,0.0339
2MASXJ01095937+3222059,UGC00724,N383,17.4974,32.3685,0.0208,Sa,0.7400,2.6550,0.0230,90.6000,26.4550,0.2940,10.2728,0.0122,-24.5129,0.0122,-24.5081,0.0122,-0.0048,-24.9016,0.0412,15.5110,0.1900,10.2363,0.0135,-24.5493,0.0135,-24.5494,0.0135,0.0000,-25.0186,0.0488
2MASXJ01102477-4634164,ESO243-G048,A2877,17.6028,-46.5718,0.0245,Sc,0.3290,2.4350,0.0460,107.0000,2.4300,0.0330,12.8529,0.0149,-22.2940,0.0149,-22.2225,0.0165,-0.0715,-22.2225,0.0165,1.3620,0.2770,12.8425,0.2208,-22.3044,0.2208,-22.1992,0.2211,-0.1052,-22.1992,0.2211
2MASXJ01104430+3333302,UGC00732,N383,17.6846,33.5584,0.0144,Sc,0.6000,2.4790,0.0160,62.4300,13.9180,0.1550,10.9168,0.0123,-23.0602,0.0123,-23.0230,0.0128,-0.0372,-23.0230,0.0128,8.3800,0.1100,10.8292,0.0144,-23.1477,0.0144,-23.1148,0.0148,-0.0330,-23.1148,0.0148
2MASXJ01104440+3301532,KUG0107+327,N383,17.6853,33.0315,0.0147,Sb,0.3500,2.2410,0.0070,63.9000,1.5550,0.0290,13.3365,0.0203,-20.6910,0.0203,-20.2232,0.0510,-0.4678,-20.0637,0.0534,1.0290,0.0430,13.1534,0.0454,-20.8741,0.0454,-20.2531,0.0769,-0.6210,-20.0193,0.0804
2MASXJ01113551+0027460,2MFGC00881,A194,17.8980,0.4625,0.0170,Sb,0.4650,2.3180,0.0100,74.0500,3.5520,0.0700,12.4534,0.0215,-21.8942,0.0215,-21.6821,0.0302,-0.2122,-21.5905,0.0316,2.1490,0.0690,12.3679,0.0349,-21.9797,0.0349,-21.7378,0.0425,-0.2419,-21.5997,0.0447
2MASXJ01114355+3516341,UGC00748,N383,17.9312,35.2761,0.0172,Sb,0.4400,2.4670,0.0190,74.7200,10.5830,0.1240,11.2639,0.0129,-23.1033,0.0129,-23.0591,0.0136,-0.0442,-23.0988,0.0142,6.8750,0.1280,11.1021,0.0203,-23.2651,0.0203,-23.2287,0.0206,-0.0364,-23.2755,0.0212
2MASXJ01121053+3200133,KUG0109+317,N383,18.0439,32.0037,0.0164,Sb,0.7000,2.4130,0.0200,71.4600,6.0640,0.0720,11.8637,0.0130,-22.4066,0.0130,-22.3225,0.0155,-0.0842,-22.3146,0.0155,3.5580,0.0610,11.8127,0.0187,-22.4577,0.0187,-22.3688,0.0207,-0.0889,-22.3486,0.0208
2MASXJ01121901-4553183,ESO244-G001,A2877,18.0796,-45.8884,0.0260,Sa,0.4530,2.3720,0.0430,113.7300,2.9570,0.0390,12.6776,0.0145,-22.6017,0.0145,-22.3391,0.0300,-0.2626,-21.8216,0.0598,1.8650,0.0460,12.5640,0.0269,-22.7154,0.0269,-22.5125,0.0337,-0.2028,-21.9321,0.0671
2MASXJ01123140-0247361,NGC0413,A194,18.1308,-2.7934,0.0166,Sc,0.6040,2.4680,0.0210,72.0500,9.9530,0.1230,11.2908,0.0136,-22.9974,0.0136,-22.9661,0.0139,-0.0312,-22.9661,0.0139,5.6170,0.0990,11.2748,0.0192,-23.0134,0.0192,-22.9857,0.0194,-0.0277,-22.9857,0.0194
2MASXJ01124323+3258096,UGC00756,N383,18.1801,32.9696,0.0169,Sc,0.7590,2.5980,0.2050,73.2500,8.0980,0.1020,11.5147,0.0138,-22.8093,0.0138,-22.7998,0.0139,-0.0095,-22.7998,0.0139,4.9350,0.1200,11.4153,0.0265,-22.9087,0.0265,-22.9040,0.0265,-0.0048,-22.9040,0.0265
2MASXJ01140408-0144319,UGC00784,A194,18.5170,-1.7425,0.0197,Sb,0.6430,2.4960,0.0150,85.9000,9.6370,0.1190,11.3720,0.0136,-23.2980,0.0136,-23.2784,0.0137,-0.0196,-23.3437,0.0152,5.7650,0.1100,11.3006,0.0208,-23.3694,0.0208,-23.3549,0.0209,-0.0145,-23.4377,0.0224
2MASXJ01141021-0151139,CGCG385-036,A194,18.5426,-1.8539,0.0159,Sb,0.7870,2.3170,0.0790,68.9800,6.3820,0.0830,11.8093,0.0143,-22.3843,0.0143,-22.1692,0.0258,-0.2151,-22.0767,0.0274,4.0490,0.0930,11.6714,0.0250,-22.5222,0.0250,-22.2831,0.0346,-0.2391,-22.1437,0.0373
2MASXJ01150976+3347265,KUG0112+335,N507,18.7907,33.7904,0.0138,Sc,0.5000,2.2740,0.0180,60.0400,4.8100,0.0750,12.0693,0.0171,-21.8229,0.0171,-21.2449,0.0603,-0.5780,-21.2449,0.0603,2.5520,0.0670,12.1193,0.0286,-21.7729,0.0286,-21.2461,0.0599,-0.5269,-21.2461,0.0599
UGC798,IC1654,N383,18.7993,30.1947,0.0156,Sa,0.6550,2.3300,0.0370,67.7000,15.5460,0.1860,10.8383,0.0132,-23.3147,0.0132,-23.1049,0.0248,-0.2098,-22.4522,0.0698,9.0750,0.1710,10.8011,0.0206,-23.3518,0.0206,-23.0790,0.0342,-0.2728,-22.3428,0.0812
2MASXJ01151932+2829223,UGC00800,N507,18.8302,28.4895,0.0150,Sc,0.8000,2.3440,0.0300,65.3100,3.9900,0.0580,12.2776,0.0159,-21.7973,0.0159,-21.4846,0.0351,-0.3128,-21.4846,0.0351,2.4970,0.0970,12.1493,0.0422,-21.9256,0.0422,-21.6239,0.0519,-0.3017,-21.6239,0.0519
2MASXJ01153760+3304035,NGC0447,N507,18.9068,33.0677,0.0177,Sa,0.7900,2.4180,0.1260,76.9700,61.2950,0.7740,9.3540,0.0139,-25.0776,0.0139,-24.9325,0.0201,-0.1450,-24.5631,0.0420,33.8190,0.5030,9.3796,0.0163,-25.0520,0.0163,-24.9020,0.0221,-0.1501,-24.4922,0.0466
2MASXJ01154958+3104488,NGC0444,N507,18.9566,31.0807,0.0116,Sc,0.3000,2.3890,0.0070,50.0300,9.5180,0.1470,11.3212,0.0169,-22.1750,0.0169,-21.9785,0.0259,-0.1965,-21.9785,0.0259,4.4070,0.0870,11.5191,0.0215,-21.9771,0.0215,-21.7793,0.0292,-0.1977,-21.7793,0.0292
2MASXJ01155185+3348388,UGC00809,N507,18.9660,33.8105,0.0161,Sc,0.3000,2.4670,0.0070,69.9500,10.0030,0.1180,11.2818,0.0130,-22.9422,0.0130,-22.8613,0.0153,-0.0808,-22.8613,0.0153,6.0940,0.0900,11.1816,0.0162,-23.0424,0.0162,-22.9522,0.0185,-0.0902,-22.9522,0.0185
2MASXJ01161484+3102019,NGC0452,N507,19.0616,31.0339,0.0144,Sa,0.4000,2.6470,0.0070,62.2500,59.5840,0.6310,9.3760,0.0117,-24.5947,0.0117,-24.5866,0.0117,-0.0081,-24.9544,0.0386,37.2450,0.4800,9.2624,0.0141,-24.7083,0.0141,-24.6928,0.0142,-0.0155,-25.1324,0.0462
2MASXJ01190447-0008190,UGC00847,A194,19.7686,-0.1386,0.0168,Sc,0.2500,2.3890,0.0120,72.8500,3.0170,0.0630,12.5908,0.0228,-21.7214,0.0228,-21.6306,0.0245,-0.0908,-21.6306,0.0245,2.1210,0.0980,12.3353,0.0502,-21.9769,0.0502,-21.8814,0.0511,-0.0955,-21.8814,0.0511
